code_circ,region,parti,nom,score,pourcentage,elu
116,,INDEPENDANT,KOUAME BELLEBA MYRIAM ASHELEY,51,0.45,0
116,,INDEPENDANT,ASSEMIAN EPSE TAHI AKISSI MARIE-PAUL,32,0.28,0
116,,RHDP,FOFANA SIANDOU,5744,51.05,1
116,,INDEPENDANT,BEUGRE KOFFI BOAFFE BRICE CYRILE,122,1.08,0
116,,PDCI-RDA,MANDODJA M'BIA ROGER,5226,46.45,0
117,,INDEPENDANT,BARRY SOULEYMANE,54,0.7,0
117,,INDEPENDANT,KAMBIRE SIE,68,0.89,0
117,,RHDP,ABOULAYE NANGO,3308,43.19,1
117,,INDEPENDANT,KOUAKOU ADOU LEON,1051,13.72,0
117,,PDCI-RDA,AMANKOU JEAN MICHEL,3112,40.63,0
118,,INDEPENDANT,KONAN JEAN DE DIEU,1462,29.67,0
118,,ADCI,ANOH KOUAO STEPHANE,94,1.91,0
118,,RHDP,TANO MANIZAN ETIENNE,1740,35.32,1
118,,INDEPENDANT,ALIKO NCHO FRANCK ANGHUI,238,4.83,0
118,,PDCI-RDA,BROU MIAN,1363,27.66,0
119,KABADOUGOU,INDEPENDANT,FOFANA MAMADOU,2571,31.46,0
119,KABADOUGOU,RHDP,KONE IBRAHIMA,5439,66.55,1
119,KABADOUGOU,PDCI-RDA,KONE SEYDOU,59,0.72,0
120,KABADOUGOU,RHDP,KONATE LADJI,7042,60.6,1
120,KABADOUGOU,INDEPENDANT,FOFANA LASSANA,4430,38.12,0
121,KABADOUGOU,INDEPENDANT,BAMBA MOUSSA,283,2.15,0
121,KABADOUGOU,INDEPENDANT,KONE DAVID MEBRA,170,1.29,0
121,KABADOUGOU,INDEPENDANT,TRAORE DRISSA,521,3.97,0
121,KABADOUGOU,INDEPENDANT,TRAORE SOUALIHO,2018,15.36,0
121,KABADOUGOU,INDEPENDANT,ISSOUF TRAORE,960,7.31,0
121,KABADOUGOU,RHDP,DIARRA CEDRIC TIDIANE,9026,68.71,1
122,KABADOUGOU,INDEPENDANT,SANOGO AMADOU,47,1.05,0
122,KABADOUGOU,INDEPENDANT,TRAORE BOURAHIMA,215,4.79,0
122,KABADOUGOU,INDEPENDANT,TRAORE SOULEIMANE,199,4.44,0
122,KABADOUGOU,RHDP,DOUMBIA ALASSANE,1916,42.72,1
122,KABADOUGOU,INDEPENDANT,VAKABA FOFANA,1914,42.68,0
122,KABADOUGOU,INDEPENDANT,TRAORE ABDOULAYE,7,0.16,0
122,KABADOUGOU,PDCI-RDA,DIAKITE BOUAKARY SIDIKI,112,2.5,0
123,KABADOUGOU,RHDP,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE,32107,100.0,1
