code_circ,region,parti,nom,score,pourcentage,elu
124,KABADOUGOU,INDEPENDANT,SYLLA MARIAME,2160,12.77,0
124,KABADOUGOU,INDEPENDANT,KONE BEN IDRISS,89,0.53,0
124,KABADOUGOU,INDEPENDANT,DOUMBIA ALPHA,388,2.29,0
124,KABADOUGOU,RHDP,DIABY LANCINE,11278,66.65,1
124,KABADOUGOU,INDEPENDANT,KEITA ADAMA,2685,15.87,0
124,KABADOUGOU,PDCI-RDA,VASSIRIKI DOUMBIA,169,1.0,0
141,LA ME,INDEPENDANT,ASSY NCHO GUY SERGE,84,0.96,0
141,LA ME,INDEPENDANT,ATSE URBAIN,593,6.77,0
141,LA ME,INDEPENDANT,BLE N'GUESSAN ALAIN CARLOS,430,4.91,0
141,LA ME,INDEPENDANT,DIARRA CHEICK HAMMALAH,308,3.52,0
141,LA ME,RHDP,ACHI PATRICK JEROME,7246,82.75,1
141,LA ME,INDEPENDANT,EBY FOLY ANGE MARIUS,53,0.61,0
142,LA ME,INDEPENDANT,ASSI KANON JEAN SYLVESTRE,1755,17.46,0
142,LA ME,INDEPENDANT,AMON NCHO KOUADIO PATRICK,911,9.06,0
142,LA ME,INDEPENDANT,ASSY YAPO GHISLAIN,492,4.89,0
142,LA ME,INDEPENDANT,YAPI YATTE ALPHONSE,848,8.44,0
142,LA ME,INDEPENDANT,ASSEUHI AKA JULIEN SERGE,508,5.05,0
142,LA ME,RHDP,YAPI N'CHO FLORENT,5019,49.93,1
142,LA ME,INDEPENDANT,YAPI ADEPO FELIX,83,0.83,0
142,LA ME,MGC,YAPI CLOTIDE OHOUOCHI,366,3.64,0
143,LA ME,INDEPENDANT,ASSAMOI ODI ANGE MITTERAND BIENVENU,1351,11.19,0
143,LA ME,RHDP,BOTCHI ASSI ABEL,8207,67.96,1
143,LA ME,ADCI,KAKOU SEKA MARCEL SYLVESTRE,207,1.71,0
143,LA ME,INDEPENDANT,ABENIN YAPO,1339,11.09,0
143,LA ME,FPI,ASSI ROMEO,875,7.25,0
144,LA ME,FNDR,BROU BEDA ROGER,934,13.95,0
144,LA ME,INDEPENDANT,N'GUESSAN-BECHIE PAUL,2686,40.13,0
144,LA ME,ADCI,YAPO BEDA ARSENE DESIRE,133,1.99,0
144,LA ME,INDEPENDANT,YAO AKA JAURES ROLAND STEPHANE,65,0.97,0
144,LA ME,RHDP,ASSOI ASSI APPOLINAIRE,2855,42.66,1
