code_circ,region,parti,nom,score,pourcentage,elu
145,LA ME,INDEPENDANT,YAPO VALERIE-YOLANDE,1294,9.91,0
145,LA ME,INDEPENDANT,ANON AGUIE CLOTAIRE,483,3.7,0
145,LA ME,INDEPENDANT,KOISSY SECKA RENE NOEL FABRICE,130,1.0,0
145,LA ME,INDEPENDANT,ASSEU ELOLO SIDONIE,3066,23.47,0
145,LA ME,INDEPENDANT,KIMOU ACHY JOEL FABRICE,207,1.58,0
145,LA ME,FPI,YAPO ATSE HERMANN NDAH,499,3.82,0
145,LA ME,RHDP,ASSI JEAN-LUC,6859,52.5,1
145,LA ME,INDEPENDANT,KIMOU KOFFI FLORENT,440,3.37,0
146,LA ME,INDEPENDANT,OSSIN YAPI SIMPLICE,3494,25.6,0
146,LA ME,ADCI,AGUIE ABOA LAURENTINE,169,1.24,0
146,LA ME,RHDP,NCHO NCHO CHRISTOPHE,6034,44.21,1
146,LA ME,INDEPENDANT,ABOA HERMANN,1531,11.22,0
146,LA ME,INDEPENDANT,YAPO MARTIAL AUGUSTE,889,6.51,0
146,LA ME,PDCI-RDA,DIALLO IBRAHIMA SORY,1433,10.5,0
147,LA ME,INDEPENDANT,AMON EDY JEAN-ERIC,2863,28.56,0
147,LA ME,UFD,ACAFOU BEKOIN,289,2.88,0
147,LA ME,INDEPENDANT,ASSI NDIN THEODORE,2833,28.26,0
147,LA ME,RHDP,ADEPO YAPO FRANCOIS,3962,39.52,1
125,LOH-DJIBOUA,ADCI,ADCI,1113,7.99,0
125,LOH-DJIBOUA,RHDP,"UNE CÔTE DIVOIRE EN PAIX, PROSPÈRE ET SOLIDAIRE",10432,74.9,1
125,LOH-DJIBOUA,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,2208,15.85,0
126,LOH-DJIBOUA,INDEPENDANT,DIAKITE ALAHASSANE,17141,62.34,1
126,LOH-DJIBOUA,RHDP,FAMOUSSA COULIBALY,8675,31.55,0
126,LOH-DJIBOUA,INDEPENDANT,BAMBA FATOU,71,0.26,0
126,LOH-DJIBOUA,INDEPENDANT,GNIGOU AYEREHONON GENEVIEVE MIMYELLE,129,0.47,0
126,LOH-DJIBOUA,INDEPENDANT,DJEGBI PRINCE HUSTER FRANCIS,41,0.15,0
126,LOH-DJIBOUA,INDEPENDANT,KONE MOUSSA,46,0.17,0
126,LOH-DJIBOUA,PDCI-RDA,AKOUN STEPHANE JOEL ANDREA,1253,4.56,0
127,LOH-DJIBOUA,INDEPENDANT,KONATE LAMINE,183,2.45,0
127,LOH-DJIBOUA,RHDP,DJA-BLE  JOSEPH,3899,52.23,1
127,LOH-DJIBOUA,INDEPENDANT,OUREGA AGNEZA KOUASSI LANDRY,726,9.73,0
127,LOH-DJIBOUA,INDEPENDANT,AMANE KOUASSI VINCENT,165,2.21,0
127,LOH-DJIBOUA,INDEPENDANT,KONAN KOUAME ABEL,97,1.3,0
127,LOH-DJIBOUA,EDS,DAGO KOUASSI AUGUSTE,16,0.21,0
127,LOH-DJIBOUA,INDEPENDANT,N'DA YAO ALEXANDRE,285,3.82,0
127,LOH-DJIBOUA,INDEPENDANT,KOUASSI EPSE ABOURLAY TITRE MARIE-MADELEINE,109,1.46,0
127,LOH-DJIBOUA,PDCI-RDA,N'GUESSAN YAO SERGE,1897,25.41,0
