code_circ,region,parti,nom,score,pourcentage,elu
204,WORODOUGOU,INDEPENDANT,DOSSO ABOUBACAR SIDIKY,2392,33.0,0
204,WORODOUGOU,INDEPENDANT,COULIBALY METOBA,2076,28.64,0
204,WORODOUGOU,RHDP,DOSSO MAMADOU,2545,35.11,1
204,WORODOUGOU,INDEPENDANT,KONE NEDJON,7,0.1,0
204,WORODOUGOU,INDEPENDANT,SOUMAHORO MOUSSA OUMAR,173,2.39,0
205,WORODOUGOU,RHDP,MEITE ABOULAYE,11233,88.64,1
205,WORODOUGOU,INDEPENDANT,KONE LOSSENI,46,0.36,0
205,WORODOUGOU,INDEPENDANT,TRAORE SEKOU,646,5.1,0
205,WORODOUGOU,RDP,FOFANA SIAKA,175,1.38,0
205,WORODOUGOU,PDCI-RDA,TRAORE MATAGALY KARIDJA,408,3.22,0
