code_circ,region,parti,nom,score,pourcentage,elu
152,NAWA,INDEPENDANT,KOUADIO GBOGBO ERIC,430,4.84,0
152,NAWA,RHDP,KONE DOSSOGUI,3130,35.26,1
152,NAWA,INDEPENDANT,BONI N'GUESSAN PLACIDE -STEPHANE,165,1.86,0
152,NAWA,INDEPENDANT,GBAHI DJOUA LUC,1211,13.64,0
152,NAWA,INDEPENDANT,ADOU LANDRY JEAN-FRANCOIS,182,2.05,0
152,NAWA,PDCI-RDA,KOUADIA BEDI NOEL-OLIVIER,2457,27.68,0
152,NAWA,INDEPENDANT,ZADI ZADI PATRICK ANDERSON,1184,13.34,0
153,NAWA,INDEPENDANT,COULIBALY SEKOU,706,7.89,0
153,NAWA,INDEPENDANT,ZIRIGNON SEKOU LIGNON,1341,14.99,0
153,NAWA,INDEPENDANT,KOFFI KOUADIO OBED,87,0.97,0
153,NAWA,INDEPENDANT,KOUADIO KONAN KANH JULIEN,20,0.22,0
153,NAWA,RHDP,SANGARE MOUSSA,4103,45.87,1
153,NAWA,INDEPENDANT,KONE MAMADOU,85,0.95,0
153,NAWA,PDCI-RDA,DABA DAGNOGO,2524,28.22,0
155,N'ZI,INDEPENDANT,BOCANDA CEST CHEZ NOUS,2548,14.6,0
155,N'ZI,INDEPENDANT,GENERATION UNIE ET SOLIDAIRE,752,4.31,0
155,N'ZI,CNDCI,COHESION-JUSTICE-DEVELOPPEMENT,404,2.32,0
155,N'ZI,RHDP,"UNE CÔTE DIVOIRE EN PAIX, PROSPÈRE ET SOLIDAIRE",5608,32.14,0
155,N'ZI,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,7887,45.2,1
156,N'ZI,INDEPENDANT,KOUAKOU KOUADIO JOSEPH,1128,22.15,0
156,N'ZI,INDEPENDANT,KOFFI AMANI FERDINAND,256,5.03,0
156,N'ZI,RHDP,KOUASSI KOUAKOU NARCISSE,2116,41.56,1
156,N'ZI,INDEPENDANT,KANGAH KONAN DENIS,35,0.69,0
156,N'ZI,INDEPENDANT,YAPO BERTHE TATIANA,227,4.46,0
156,N'ZI,PDCI-RDA,YAO KOFFI JEAN PAUL,1260,24.74,0
159,N'ZI,INDEPENDANT,N'GUESSAN JOLIANE CLAIRE EPOUSE KOUAKOU,117,2.06,0
159,N'ZI,RHDP,KOFFI EUGENE,1838,32.33,0
159,N'ZI,INDEPENDANT,ALLOU CHRISTOPHE N'GORAN,1304,22.93,0
159,N'ZI,PIA/CODE,KOUADIO KOUASSI MARIUS,35,0.62,0
159,N'ZI,INDEPENDANT,KOUAME KOUADIO GERARD,161,2.83,0
159,N'ZI,PDCI-RDA,LANGUI KOUADIO MARC,2178,38.3,1
160,N'ZI,INDEPENDANT,NZI YANN-GABRIEL DIBY,405,3.99,0
160,N'ZI,INDEPENDANT,DJAHA JEAN PARNELL,157,1.54,0
160,N'ZI,INDEPENDANT,AKA AKESSE KOUADIO VINCENT,231,2.27,0
160,N'ZI,RHDP,COULIBALY ADAMA,6793,66.84,1
160,N'ZI,PDCI-RDA,KONAN KOUAKOU RENE,2513,24.73,0
