region,code,nom,nb_bv,inscrits,votants,taux_participation,nuls,exprimes,bulletins_blancs,taux_bulletins_blancs
TONKPI,196,"FAGNAMPLEU, GBANGBEGOUINE-YATI, PODIAGOUINE, SANDOUGOU-SOBA, SANGOUINE ET ZAGOUE, COMMUNES ET SOUS-PREFECTURES, MAN, SOUS-PREFECTURE",132,39659,17734,44.72,738,16996,243,1.43
TONKPI,197,"MAN, COMMUNE",172,64408,22399,34.78,446,21953,128,0.58
TONKPI,198,"BANNEU, TEAPLEU, YELLEU ET ZOUAN-HOUNIEN, COMMUNES ET SOUS-PREFECTURES",160,48980,13295,27.14,318,12977,164,1.26
TONKPI,199,"BIN-HOUYE ET GOULALEU, COMMUNES ET SOUS-PREFECTURES",59,15441,7970,51.62,507,7463,80,1.07
WORODOUGOU,200,"DJIBROSSO, FADIADOUGOU ET MORONDO, COMMUNES ET SOUS-PREFECTURES",66,20380,13373,65.62,90,13283,208,1.57
WORODOUGOU,201,"KANI, COMMUNE ET SOUS-PREFECTURE",41,13143,7621,57.99,143,7478,115,1.54
WORODOUGOU,202,"BOBI-DIARABANA, COMMUNE ET SOUS-PREFECTURE, SEGUELA, SOUS-PREFECTURE",60,16811,9578,56.97,69,9509,114,1.2
WORODOUGOU,203,"SEGUELA, COMMUNE",55,20148,7201,35.74,80,7121,171,2.4
