code_circ,region,parti,nom,score,pourcentage,elu
005,,INDEPENDANT,BOTTI ADJIRI BERNARD,1127,10.81,0
005,,INDEPENDANT,YAO YAO ERIC ARMAND,1710,16.41,0
005,,INDEPENDANT,BIPKO DANIELLE ADAHI,1417,13.6,0
005,,INDEPENDANT,KOPRO AMANI PIERRE VENCESLAS VINCENT,580,5.57,0
005,,RHDP,N'GATA BRIE JOSEPH,3574,34.3,1
005,,INDEPENDANT,SAHORE N'GUESSAN PASCAL,157,1.51,0
005,,INDEPENDANT,ADOU JOSE ANTONIO,64,0.61,0
005,,INDEPENDANT,ADANGBA KASSA-KASSA RAPHAEL,32,0.31,0
005,,PDCI-RDA,ASSOUMOU BAKA CHARLES,1626,15.6,0
006,,RHDP,KANGBE YAYORO CHARLES LOPEZ,3169,35.46,1
006,,ADCI,CAMARA ISSOUF,1848,20.68,0
006,,INDEPENDANT,TANOH AMOI CHRISTIAN,88,0.98,0
006,,INDEPENDANT,GOUHAN EKANZA JULES ROLAND MONSIHO,282,3.16,0
006,,INDEPENDANT,N'GUESSAN AUGUSTIN KOUAKOU KASSI,868,9.71,0
006,,INDEPENDANT,KOUAKOU NGORAN JEROME,126,1.41,0
006,,CNPCIN,YAO CHRIST FRANCIS ALAIN GILLES,110,1.23,0
006,,PDCI-RDA,OBOUMOU GOLE MARCELIN,2375,26.57,0
007,,ADCI - GP-PAIX - VALEUR,ASSALE TIEMOKO ANTOINE,7489,45.88,0
007,,RHDP,SANOGO DRAMANE ALPHA,8557,52.42,1
007,,PDCI-RDA,MIAN OCTAVI PEROU,159,0.97,0
008,,GJPA-CI,KOFFI NDRI FERDINAND,35,0.49,0
008,,INDEPENDANT,KOUASSI KOFFI KAN ANICET DIDIER,881,12.28,0
008,,INDEPENDANT,BOKA YAO DANIEL,911,12.69,0
008,,RHDP,KOUADIO BEUGRE BERNARD,3912,54.51,1
008,,INDEPENDANT,NAHOUNOU FELICITE VERONIQUE N'GUESSAN,81,1.13,0
008,,INDEPENDANT,MBASSIDJE EDDOH CHRISTIAN RICHARD,59,0.82,0
008,,INDEPENDANT,EBOU ADJOUA ANGELE,84,1.17,0
008,,PDCI-RDA,KOUAME KOFFI RUFIN,1150,16.02,0
