code_circ,region,parti,nom,score,pourcentage,elu
182,SUD-COMOE,INDEPENDANT,MIESSAN DANIEL,1599,12.85,0
182,SUD-COMOE,RHDP,TRAORE ABDOUL AZIZ,2018,16.22,0
182,SUD-COMOE,ADCI,BOKA ANOUMAN ANGE MICHEL,171,1.37,0
182,SUD-COMOE,EDS,ECRA ELIDJE JOSEPH,709,5.7,0
182,SUD-COMOE,INDEPENDANT,AYEMOU ABLI PATRICE,220,1.77,0
182,SUD-COMOE,PDCI-RDA,KOUA MAMAN CECILE EPOUSE ADJE,5893,47.38,1
183,SUD-COMOE,INDEPENDANT,DA GUY RICHARD,594,6.11,0
183,SUD-COMOE,INDEPENDANT,SYLLA IBRAHIM,239,2.46,0
183,SUD-COMOE,INDEPENDANT,BONI KOFFI MICHEL,164,1.69,0
183,SUD-COMOE,RHDP,COULIBALY SERIBA,5036,51.83,1
183,SUD-COMOE,INDEPENDANT,YAO RENE KOUAKOU,98,1.01,0
183,SUD-COMOE,INDEPENDANT,LOUA NYELEKE FELIX,774,7.97,0
183,SUD-COMOE,PDCI-RDA - EDS,OUEGNIN GEORGES ARMAND ALEXIS,2719,27.98,0
184,SUD-COMOE,RHDP,BAKARY KAMARA,2933,37.9,0
184,SUD-COMOE,INDEPENDANT,SANGARE ISSA,3360,43.42,1
184,SUD-COMOE,INDEPENDANT,ANDI ADOUALOU ROLAND,740,9.56,0
184,SUD-COMOE,INDEPENDANT,KONATE SEYDOU,522,6.75,0
184,SUD-COMOE,INDEPENDANT,DONGO ABDOUL FATAOU,103,1.33,0
184,SUD-COMOE,ADCI,SOBO ELIAMON N'HINZAN,39,0.5,0
185,TCHOLOGO,RHDP,"UNE COTE DIVOIRE EN PAIX,PROSPERE ET SOLIDAIRE",23614,99.95,1
186,TCHOLOGO,INDEPENDANT,SANOGO MASSANPIENWORO SEYDOU,1781,14.32,0
186,TCHOLOGO,RHDP,KONE LASSINA,10575,85.04,1
187,TCHOLOGO,RHDP,SILUE GNENEYERI JACQUES,26343,99.69,1
188,TCHOLOGO,RHDP,SANOGO MAMADOU,40406,99.79,1
189,TCHOLOGO,RHDP,TRAORE DRISSA,19046,99.27,1
190,TONKPI,INDEPENDANT,GBOGBO KANDO,1401,9.53,0
190,TONKPI,RHDP,GUEI SINGA MIREILLE CHANTAL,11734,79.84,1
190,TONKPI,PDCI-RDA,SOUMAHORO DJENEBA,1412,9.61,0
191,TONKPI,RHDP,WOI MELA GASTON AIME,3693,50.24,1
191,TONKPI,INDEPENDANT,GUEI SONGUY NDONKA EVRARD,415,5.65,0
191,TONKPI,INDEPENDANT,DRO BAUDOUIN WILFRIED,2276,30.97,0
191,TONKPI,INDEPENDANT,VEHI ALPHONSE,119,1.62,0
191,TONKPI,FPI,GOUE JULES,467,6.35,0
191,TONKPI,INDEPENDANT,BLE HUYO KANO,182,2.48,0
191,TONKPI,INDEPENDANT,ZOH ZRANWE JEAN YVES,104,1.41,0
