code_circ,region,parti,nom,score,pourcentage,elu
029,BOUNKANI,INDEPENDANT,SIB SIE JEAN,2550,35.19,1
029,BOUNKANI,RHDP,KAMBOU SIE,2178,30.05,0
029,BOUNKANI,INDEPENDANT,SOM SIE JEAN BAPTISTE,1621,22.37,0
029,BOUNKANI,INDEPENDANT,KAMBIRE SIE BOMITE JULIEN,96,1.32,0
029,BOUNKANI,INDEPENDANT,KAMBOU BALIRE JEROME,423,5.84,0
029,BOUNKANI,FPI,KAMBOU OLLO PAUL,112,1.55,0
029,BOUNKANI,PDCI-RDA,HIEN PIRIHINTE,58,0.8,0
030,BOUNKANI,INDEPENDANT,KOUASSI KOUADIO JOEL,158,1.56,0
030,BOUNKANI,INDEPENDANT,KAMBIRE CHARLES,3426,33.8,0
030,BOUNKANI,RHDP,NOUFE SANSAN KOULANFIRTE,6072,59.9,1
030,BOUNKANI,INDEPENDANT,OUATTARA KOFFI,153,1.51,0
031,BOUNKANI,INDEPENDANT,KAMBOU HOLO,439,3.14,0
031,BOUNKANI,RHDP,OUATTARA AMARA,6583,47.12,1
031,BOUNKANI,INDEPENDANT,KRA EUGENE KOUASSI,1315,9.41,0
031,BOUNKANI,GP-PAIX,DABILA KOUADIO JEAN-MARIE,93,0.67,0
031,BOUNKANI,PDCI-RDA,KOUADIO DEGLEGUI EDMOND,5362,38.38,0
032,BOUNKANI,INDEPENDANT,SIB SANSAN DIEUDONNE,2392,41.26,0
032,BOUNKANI,INDEPENDANT,PALE OLLO DESIRE,491,8.47,0
032,BOUNKANI,RHDP,OUATTARA OUMAR,2694,46.46,1
032,BOUNKANI,INDEPENDANT,PALE SANSAN,61,1.05,0
033,CAVALLY,RHDP,UNE CÔTE DIVOIRE PROSPERE ET SOLIDAIRE,5882,52.63,1
033,CAVALLY,INDEPENDANT,CANDIDATURE POUR LA DIGNITE ET LE TRIOMPHE DU PEUPLE,344,3.08,0
033,CAVALLY,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE DIVOIRE,4816,43.09,0
034,CAVALLY,INDEPENDANT,KEI GBOHOU MELAINE,62,0.99,0
034,CAVALLY,RHDP,TIO LOUIS SERGE,3951,63.23,1
034,CAVALLY,PDCI-RDA,SARR BOHE MARIUS MELAINE DEGBAHOUA,2166,34.66,0
035,CAVALLY,INDEPENDANT,BAMBA DAOUDA,727,10.3,0
035,CAVALLY,RHDP,SERODE GUI HERVE MARC GATIEN,4099,58.06,1
035,CAVALLY,INDEPENDANT,BAMBA LANCINE,175,2.48,0
035,CAVALLY,INDEPENDANT,TIEON HERMANN ULRICH,84,1.19,0
035,CAVALLY,INDEPENDANT,KEMONSIEHI JEAN BEDEL,567,8.03,0
035,CAVALLY,INDEPENDANT,TAHI HOULOUNEGNION ALEXIS,191,2.71,0
035,CAVALLY,INDEPENDANT,SIHE JESUS,1150,16.29,0
