code_circ,region,parti,nom,score,pourcentage,elu
046,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,BLEHINE PODE THIERRY JOEL,116,1.1,0
046,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,BAYE PAUL PIERRE VALENTIN,1147,10.87,0
046,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,SOUMAORO GAOUSSOU GEORGES ELVIS,33,0.31,0
046,DISTRICT AUTONOME D'ABIDJAN,RHDP,KAMARA AMINATA EPSE TOUNGARA,7173,67.98,1
046,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,TOURE IBRAHIME BEN NABIL,370,3.51,0
046,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,BOMINAL SERI MICHEL,11,0.1,0
046,DISTRICT AUTONOME D'ABIDJAN,PDCI-RDA,KOUASSI-LENOIR GERMAIN,1638,15.52,0
047,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,YOPOUGON NOTRE PASSION,2106,2.93,0
047,DISTRICT AUTONOME D'ABIDJAN,RHDP,"UNE COTE DIVOIRE EN PAIX, PROPERE ET SOLIDAIRE",49017,68.14,1
047,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,LA VOIX DE YOPOUGON,533,0.74,0
047,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,NOUVELLE VISION,576,0.8,0
047,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,UNIS POUR NOTRE COMMUNE YOPOUGON,238,0.33,0
047,DISTRICT AUTONOME D'ABIDJAN,PDCI - FPI - ADCI,TOUS ENSEMBLE POUR LA COTE DIVOIRE,18757,26.08,0
048,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,UNE NOUVELLE VISION POUR ANYAMA,706,3.18,0
048,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,CITOYENS-UNIS POUR UN NOUVEL ANYAMA,416,1.87,0
048,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,UNION POUR LA GRANDEUR D'ANYAMA,1412,6.35,0
048,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,ACTIFS POUR ANYAMA-ADJOUALE,3206,14.42,0
048,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,ENSEMBLE POUR ANYAMA,403,1.81,0
048,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,LA TEAM KONÉ,305,1.37,0
048,DISTRICT AUTONOME D'ABIDJAN,RHDP,"UNE COTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE",8801,39.6,1
048,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,ENSEMBLE POUR UNE RENAISSANCE DURABLE,4578,20.6,0
048,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,L'ESPOIR D'ANYAMA C'EST VOUS,103,0.46,0
048,DISTRICT AUTONOME D'ABIDJAN,INDEPENDANT,ALIANCE POUR LA VOIX ET LECOUTE DE NOS CONCITOYENS,732,3.29,0
048,DISTRICT AUTONOME D'ABIDJAN,MERCI,LE MERCI,164,0.74,0
048,DISTRICT AUTONOME D'ABIDJAN,PDCI-RDA,NOUVELLE VISION,1165,5.24,0
